City alias,State short,State full,County,City,,site,ZIPCode,County,State,Lat,Long
East Berlin,PA,Pennsylvania,ADAMS,East Berlin,,,,,,,
East Prospect,PA,Pennsylvania,YORK,East Prospect,,,,,,,
Emigsville,PA,Pennsylvania,YORK,Emigsville,,,,,,,
Newberrytown,PA,Pennsylvania,YORK,Etters,,,,,,,
Etters,PA,Pennsylvania,YORK,Etters,,,,,,,
Yocumtown,PA,Pennsylvania,YORK,Etters,,,,,,,
Goldsboro,PA,Pennsylvania,YORK,Etters,,,,,,,
Charnita,PA,Pennsylvania,ADAMS,Fairfield,,,,,,,
Fairfield,PA,Pennsylvania,ADAMS,Fairfield,,,,,,,
Carroll Valley,PA,Pennsylvania,ADAMS,Fairfield,,,,,,,
Greenstone,PA,Pennsylvania,ADAMS,Fairfield,,,,,,,
Fawn,PA,Pennsylvania,YORK,Fawn Grove,,,,,,,
Fawn Grove,PA,Pennsylvania,YORK,Fawn Grove,,,,,,,
Cross Roads,PA,Pennsylvania,YORK,Felton,,,,,,,
Lucky,PA,Pennsylvania,YORK,Felton,,,,,,,
Felton,PA,Pennsylvania,YORK,Felton,,,,,,,
Brogueville,PA,Pennsylvania,YORK,Felton,,,,,,,
Franklintown,PA,Pennsylvania,YORK,Franklintown,,,,,,,
